date	incidence	rolling_mean_key	rolling_7day_incidence
2021-01-28	0.0141509433962264	7day_incidence	0.022627860974144
2021-01-27	0.0186142709410548	7day_incidence	0.0238028062784143
2021-01-26	0.0243512974051896	7day_incidence	0.0260072742837347
2021-01-25	0.0298869143780291	7day_incidence	0.0283575587475921
2021-01-24	0.0518292682926829	7day_incidence	0.0302387273176127
2021-01-23	0.032304725168756	7day_incidence	0.0327480386220847
2021-01-22	0.0273654916512059	7day_incidence	0.0339641175306659
2021-01-21	0.0273191233863705	7day_incidence	0.0337761909868659
2021-01-20	0.0361794500723589	7day_incidence	0.0547617440742841
2021-01-19	0.0328638497652582	7day_incidence	0.057261019986475
2021-01-18	0.0285714285714286	7day_incidence	0.0582022351519341
2021-01-17	0.19872813990461	7day_incidence	0.0631861564924459
2021-01-16	0.0497996565540927	7day_incidence	0.061636845287779
2021-01-15	0.0339539978094195	7day_incidence	0.0628246800155766
2021-01-14	0.0622065727699531	7day_incidence	0.0618680473625154
2021-01-13	0.0253342716396904	7day_incidence	0.0552553165747487
2021-01-12	0.0411786928598413	7day_incidence	0.0601221544052385
2021-01-11	0.021875	7day_incidence	0.0607868855497996
2021-01-10	0.152439024390244	7day_incidence	0.0548082657393338
2021-01-09	0.0838675213675214	7day_incidence	0.0559665252324286
2021-01-08	0.0386071158213475	7day_incidence	0.0584937253561361
2021-01-07	0.0203562340966921	7day_incidence	0.0639460693372068
2021-01-06	0.033442088091354	7day_incidence	0.0610620058595153
2021-01-05	0.058869093725794	7day_incidence	0.0588041924106024
2021-01-04	0.0600414078674948	7day_incidence	0.0622517582682076
2021-01-03	0.132250580046404	7day_incidence	0.0776307812808184
2021-01-02	0.0680628272251309	7day_incidence	0.0845637068320116
2021-01-01	0.0627400768245839	7day_incidence	0.113774578546832
2020-12-31	0.128009395184968	7day_incidence	0.111245747379879
2020-12-30	0.0819725669497061	7day_incidence	0.0967026932425808
2020-12-29	0.263345195729537	7day_incidence	0.0961960220721704
2020-12-24	0.0423395896988215	7day_incidence	0.10876283160395
2020-12-23	0.0304492010853181	7day_incidence	0.0967493008704105
2020-12-22	0.0645161290322581	7day_incidence	0.0902894263969565
2020-12-21	0.150707743547044	7day_incidence	0.0565552754100322
2020-12-20	0.0439146800501882	7day_incidence	0.0530074446000978
2020-12-19	0.0367534456355283	7day_incidence	0.0552995447934844
2020-12-18	0.0272061388210673	7day_incidence	0.0491142600463717
2020-12-17	0.0175047740292807	7day_incidence	0.0323251333256857
2020-12-16	0.0464939024390244	7day_incidence	0.0284984361380153
2020-12-15	0.0212191358024691	7day_incidence	0.0248632440271312
2020-12-14	0.0331838565022422	7day_incidence	0.0216514621333328
2020-12-13	0.0171277997364954	7day_incidence	0.0204719358532006
2020-12-12	0.0113071008593397	7day_incidence	0.0155639767345938
2020-12-11	0.00472366556447803	7day_incidence	0.0153337920681346
2020-12-10	0.00924809006835545	7day_incidence	0.0127798300605257
2020-12-09	0.0121381886087768	7day_incidence	0.0122989255110132
2020-12-08	0.0196078431372549	7day_incidence	0.0123684706485147
2020-12-07	0.0153061224489796	7day_incidence	0.0128468975514414
2020-12-06	0.0137614678899083	7day_incidence	0.0121525197069528
2020-12-05	0.0117939168218498	7day_incidence	0.0104184927628418
2020-12-04	0.00807265388496468	7day_incidence	0.00761737231466255
2020-12-03	0.00438744515693554	7day_incidence	0.00543078339337975
2020-12-02	0	7day_incidence	0.00626099565720068
2020-12-01	0	7day_incidence	0.00537232874088547
2020-11-30	0	7day_incidence	0.005270422094363
2020-11-29	0.0195729537366548	7day_incidence	0.00585625537082341
2020-11-28	0.00557324840764331	7day_incidence	0.0068994841639381
2020-11-27	0.00735930735930736	7day_incidence	0.00812730662081084
2020-11-26	0.00848827809215845	7day_incidence	0.00938553348879381
2020-11-25	0.00730260155180283	7day_incidence	0.0179738996277733
2020-11-24	0.00859475719810915	7day_incidence	0.0182822868213795
2020-11-23	0.00880758807588076	7day_incidence	0.0184704985683145
2020-11-22	0.0796915167095116	7day_incidence	0.0178339242786514
2020-11-21	0.0077319587628866	7day_incidence	0.0178272176488194
2020-11-20	0.00867678958785249	7day_incidence	0.0173092443490008
2020-11-19	0.00403225806451613	7day_incidence	0.0178389667032599
2020-11-18	0.00725565514297909	7day_incidence	0.034592992454715
2020-11-17	0.00496894409937888	7day_incidence	0.0347631783406322
2020-11-16	0.0125156445556946	7day_incidence	0.0344474244998073
2020-11-15	0.196969696969697	7day_incidence	0.0345234326838332
2020-11-14	0.00892325996430696	7day_incidence	0.0345138388637727
2020-11-13	0.00646651270207852	7day_incidence	0.035307029947205
2020-11-12	0.0045643153526971	7day_incidence	0.034558041763924
2020-11-11	0.00718849840255591	7day_incidence	0.0115830248130034
2020-11-10	0.0105212816834051	7day_incidence	0.0113776967920798
2020-11-09	0.00727272727272727	7day_incidence	0.0116036649401301
2020-11-08	0.036144578313253	7day_incidence	0.0120494653679937
2020-11-07	0.00748596381784155	7day_incidence	0.0125753320558273
2020-11-06	0.00804828973843058	7day_incidence	0.0121131453152108
2020-11-05	0.00768491834774256	7day_incidence	0.0118711557845183
2020-11-04	0.0108695652173913	7day_incidence	0.00737645144549288
2020-11-03	0.00728597449908925	7day_incidence	0.00762289279493219
2020-11-02	0.00557880055788006	7day_incidence	0.00770510672942979
2020-11-01	0.00468164794007491	7day_incidence	0.00787078490276421
2020-10-31	0.0092110532639167	7day_incidence	0.00822275177647021
2020-10-30	0.00862378727991376	7day_incidence	0.00816149011333501
2020-10-29	0.00884466556108347	7day_incidence	0.00817162110708419
2020-10-28	0.0133333333333333	7day_incidence	0.00996586844569418
2020-10-27	0.00685714285714286	7day_incidence	0.00923692704151685
2020-10-26	0.00564971751412429	7day_incidence	0.00890155037690275
2020-10-25	0.0172413793103448	7day_incidence	0.00880480277724093
2020-10-24	0.00410846343467543	7day_incidence	0.00954410339678107
2020-10-23	0.00627615062761506	7day_incidence	0.00865862034980734
2020-10-22	0.00816743236345074	7day_incidence	0.00785151784778959
2020-10-21	0.0185084376701143	7day_incidence	0.00538846366059747
2020-10-20	0.000658761528326746	7day_incidence	0.00585583657003498
2020-10-19	0	7day_incidence	0.00629322373480207
2020-10-18	0	7day_incidence	0.00633896972873592
2020-10-17	0.00738007380073801	7day_incidence	0.00503168645761986
2020-10-16	0.00933786078098472	7day_incidence	0.00597492206619915
2020-10-15	0.00848765432098765	7day_incidence	0.00695148456619915
2020-10-14	0.00935745477230193	7day_incidence	0.00758406232054812
2020-10-13	0.00726141078838174	7day_incidence	0.00710480919153445
2020-10-12	0.0068359375	7day_incidence	0.00642480379294297
2020-10-11	0.0044280442804428	7day_incidence	0.00610723644000626
2020-10-10	0.00402530189764232	7day_incidence	0.00553593417466833
2020-10-09	0.00457782299084435	7day_incidence	0.00577761378262481
2020-10-08	0.0062646828504307	7day_incidence	0.00505737390736849
2020-10-07	0.00535833891493637	7day_incidence	0.0047230365347672
2020-10-06	0.00895316804407714	7day_incidence	0.0051125202525298
2020-10-05	0.00179425837320574	7day_incidence	0.00531826756276453
2020-10-04	0.00208768267223382	7day_incidence	0.00487149214155454
2020-10-03	0.00675168792198049	7day_incidence	0.00476651713521243
2020-10-02	0.00601805416248746	7day_incidence	0.00383048746950908
2020-10-01	0.00313725490196078	7day_incidence	0.00428489689878104
2020-09-30	0.00462351387054161	7day_incidence	0.00467127541251487
2020-09-29	0.00240096038415366	7day_incidence	0.00410357396334305
2020-09-28	0.00497512437810945	7day_incidence	0.00430491107006207
2020-09-26	0.00479233226837061	7day_incidence	0.00443247846981794
2020-09-25	0.00277777777777778	7day_incidence	0.00449991097420826
2020-09-24	0.00742741390952059	7day_incidence	0.00515194150923678
2020-09-23	0.00403022670025189	7day_incidence	0.00465684287840173
2020-09-22	0.00509554140127389	7day_incidence	0.00492216917838971
2020-09-21	0.00696517412935323	7day_incidence	0.0050578960382545
2020-09-19	0.00150943396226415	7day_incidence	0.00434357754632576
2020-09-18	0.00664961636828645	7day_incidence	0.00414451417837378
2020-09-17	0.00372786579683131	7day_incidence	0.00396444984725083
2020-09-16	0.00242718446601942	7day_incidence	0.00363698171395203
2020-09-15	0.002636783124588	7day_incidence	0.00377373394162774
2020-09-14	0.00383509108341323	7day_incidence	0.00316473658113949
2020-09-12	0.00467289719626168	7day_incidence	0.00283937379922399
2020-09-11	0.00246669955599408	7day_incidence	0.00270729453290738
2020-09-10	0.00238663484486874	7day_incidence	0.00273645538523896
2020-09-09	0.00145032632342277	7day_incidence	0.00267482465475816
2020-09-08	0.00150262960180316	7day_incidence	0.00209627547807815
2020-09-07	0.00284090909090909	7day_incidence	0.00192347140215226
2020-09-05	0.00340367597004765	7day_incidence	0.00186967360306477
2020-09-04	0.000623052959501558	7day_incidence	0.00166248412829009
2020-09-03	0.00125707102451289	7day_incidence	0.00144782275660392
2020-09-02	0.00201005025125628	7day_incidence	0.00104197860075977
2020-09-01	0	7day_incidence	0.000752919497871168
2020-08-30	0	7day_incidence	0.000851634853196738
2020-08-29	0	7day_incidence	0.000672053278266326
2020-08-28	0.00138026224982747	7day_incidence	0.000660955692338065
2020-08-27	0.00131406044678055	7day_incidence	0.000660955692338065
2020-08-26	0	7day_incidence	0.000660955692338065
2020-08-25	0.00193236714975845	7day_incidence	0.000660955692338065
2020-08-24	0	7day_incidence	0.000463775370934141
2020-08-22	0	7day_incidence	0.000276052449965491
2020-08-21	0	7day_incidence	0.000535321311775188
2020-08-20	0	7day_incidence	0.000259268861809694
2020-08-19	0	7day_incidence	0.000259268861809694
2020-08-18	0.00181488203266788	7day_incidence	0.000259268861809694
2020-08-17	0	7day_incidence	0.000259268861809694
2020-08-15	0	7day_incidence	0.000361236843863329
2020-08-14	0	7day_incidence	0.000484283478537871
2020-08-13	0	7day_incidence	0.000225014616728174
2020-08-12	0.000713775874375446	7day_incidence	0.000225014616728174
2020-08-11	0.000861326442721792	7day_incidence	0.000225014616728174
2020-08-10	0	7day_incidence	0.00043509865034162
2020-08-08	0	7day_incidence	0.00043509865034162
2020-08-07	0	7day_incidence	0.000443020778178094
2020-08-06	0.00147058823529412	7day_incidence	0.000319974143503553
2020-08-05	0	7day_incidence	0.000473090052246471
2020-08-04	0.000769230769230769	7day_incidence	0.000573622876213496
2020-08-03	0	7day_incidence	0.000927887334631706
2020-08-01	0.00107181136120043	7day_incidence	0.00071780330101826
2020-07-31	0.000703729767769177	7day_incidence	0.00071780330101826
2020-07-30	0.00247985120892746	7day_incidence	0.000785596204632059
2020-07-29	0	7day_incidence	0.000785596204632059
2020-07-28	0	7day_incidence	0.00090484853775214
2020-07-27	0.00124378109452736	7day_incidence	0.000990813289316633
2020-07-26	0	7day_incidence	0.000969161503441247
2020-07-25	0.00190657769304099	7day_incidence	0.00123297894177392
2020-07-24	0.00130548302872063	7day_incidence	0.00123297894177392
2020-07-23	0.00232828870779977	7day_incidence	0.00105529592827001
2020-07-22	0.00184672206832872	7day_incidence	0.00105529592827001
2020-07-21	0	7day_incidence	0.000782927686407013
2020-07-20	0	7day_incidence	0.000732744178487273
2020-07-18	0	7day_incidence	0.000609599457347884
2020-07-17	0	7day_incidence	0.00034578201901521
2020-07-16	0.000954198473282443	7day_incidence	0.00034578201901521
2020-07-15	0.00146627565982405	7day_incidence	0.00034578201901521
2020-07-14	0	7day_incidence	0.000466950079114568
2020-07-13	0	7day_incidence	0.000466950079114568
2020-07-11	0	7day_incidence	0.000598912336117144
2020-07-10	0.000848176420695505	7day_incidence	0.000389444384713708
2020-07-09	0	7day_incidence	0.000389444384713708
2020-07-08	0.00187793427230047	7day_incidence	0.000389444384713708
2020-07-07	0	7day_incidence	0.000515309708816918
2020-07-06	0	7day_incidence	0.00039414164871756
2020-07-04	0	7day_incidence	0.000509442006148668
2020-07-03	0.000881057268722467	7day_incidence	0.000241165681534315
2020-07-02	0	7day_incidence	0.000241165681534315
2020-07-01	0.000807102502017756	7day_incidence	0.000241165681534315
2020-06-30	0	7day_incidence	0.000482071487364236
2020-06-29	0	7day_incidence	0.000356206163261026
2020-06-27	0	7day_incidence	0.000484674816909536
2020-06-26	0.00168634064080944	7day_incidence	0.000699552755758419
2020-06-25	0	7day_incidence	0.000895247472001081
2020-06-24	0.000899280575539568	7day_incidence	0.00103627130502886
2020-06-23	0.00231124807395994	7day_incidence	0.00116071132493927
2020-06-22	0.00136986301369863	7day_incidence	0.00104478989606223
2020-06-20	0.000987166831194472	7day_incidence	0.00127172737478684
2020-06-19	0.000871080139372822	7day_incidence	0.00140182368558564
2020-06-18	0.000874890638670166	7day_incidence	0.00107164538930565
2020-06-17	0.00158856235107228	7day_incidence	0.00103139914189557
2020-06-16	0.00180995475113122	7day_incidence	0.000890375308867792
2020-06-15	0	7day_incidence	0.000765935288957389
2020-06-13	0.00108813928182807	7day_incidence	0.000894243718488804
2020-06-12	0	7day_incidence	0.000814278608958784
2020-06-11	0	7day_incidence	0.000854577960112184
2020-06-10	0.00177304964539007	7day_incidence	0.00113887078171844
2020-06-09	0.00102880658436214	7day_incidence	0.00113507533078091
2020-06-08	0.00209205020920502	7day_incidence	0.0015624714201067
2020-06-06	0.00199004975124378	7day_incidence	0.0015624714201067
2020-06-05	0.00106157112526539	7day_incidence	0.0013091786136224
2020-06-04	0.00299177262528048	7day_incidence	0.00116220624442781
2020-06-03	0	7day_incidence	0.00129277221797682
2020-06-02	0	7day_incidence	0.0017373423701315
2020-06-01	0	7day_incidence	0.00178775037466521
2020-05-30	0.0030060120240481	7day_incidence	0.00225321142819657
2020-05-29	0.00510204081632653	7day_incidence	0.00225321142819657
2020-05-28	0.00141442715700141	7day_incidence	0.00240551115405707
2020-05-27	0.00625	7day_incidence	0.00337865245417385
2020-05-26	0	7day_incidence	0.00316212401727023
2020-05-23	0.00106609808102345	7day_incidence	0.00292587188094772
2020-05-22	0.00681198910081744	7day_incidence	0.00420932707540432
2020-05-21	0.0014903129657228	7day_incidence	0.00331646993254717
2020-05-20	0.00344827586206897	7day_incidence	0.00423812891872229
2020-05-19	0.0103986135181976	7day_incidence	0.00549792615685332
2020-05-18	0	7day_incidence	0.00544495968995486
2020-05-16	0.00645161290322581	7day_incidence	0.00655480916046007
2020-05-15	0.00988467874794069	7day_incidence	0.00878041034355924
2020-05-14	0.00644122383252818	7day_incidence	0.0106694723044017
2020-05-13	0.00925925925925926	7day_incidence	0.012046408621097
2020-05-12	0.0190274841437632	7day_incidence	0.0138145284753284
2020-05-11	0.0236220472440945	7day_incidence	0.014947770359571
2020-05-09	0.00963855421686747	7day_incidence	0.0181848139692854
2020-05-08	0.0188284518828452	7day_incidence	0.0183442197551876
2020-05-07	0.0178173719376392	7day_incidence	0.0189704893400012
2020-05-06	0.0291005291005291	7day_incidence	0.019210852921545
2020-05-05	0.0103750997605746	7day_incidence	0.0199152789511127
2020-05-04	0.0234113712374582	7day_incidence	0.0199639756926323
2020-05-02	0.0253045923149016	7day_incidence	0.0236727513934436
2020-05-01	0.0145695364238411	7day_incidence	0.0251620603361687
2020-04-30	0.0191693290734824	7day_incidence	0.0318644270370389
2020-04-29	0.043778801843318	7day_incidence	0.0285199454316878
2020-04-28	0.0395256916996047	7day_incidence	0.032551858034599
2020-04-27	0.0572916666666667	7day_incidence	0.0378375680778299
2020-04-26	0	7day_incidence	0.0434411154364669
2020-04-25	0.0535279805352798	7day_incidence	0.0434207671211877
2020-04-24	0.0515695067264574	7day_incidence	0.047029772934725
2020-04-23	0.0583941605839416	7day_incidence	0.0575527321183985
2020-04-22	0.0436363636363636	7day_incidence	0.0912605972869378
2020-04-21	0.0647887323943662	7day_incidence	0.096421624698154
2020-04-20	0.130952380952381	7day_incidence	0.101508764762873
2020-04-19	0.235955056179775	7day_incidence	0.115015481318108
2020-04-18	0.0896551724137931	7day_incidence	0.134178540481167
2020-04-17	0.0871794871794872	7day_incidence	0.1550569358534
2020-04-16	0.152941176470588	7day_incidence	0.159673068020553
2020-04-15	0.177777777777778	7day_incidence	0.181714331771874
2020-04-14	0.2109375	7day_incidence	0.196452894585279
2020-04-13	0.163265306122449	7day_incidence	0.238573320975368
2020-04-12	0.390243902439024	7day_incidence	0.260055657986001
2020-04-11	0.192825112107623	7day_incidence	0.319074417004761
2020-04-10	0.382022471910112	7day_incidence	0.352979897300327
2020-04-09	0.303317535545024	7day_incidence	0.395132472616168
2020-04-08	0.590909090909091	7day_incidence	0.400607833492225
2020-04-07	0.448275862068966	7day_incidence	0.43772304304076
2020-04-06	0.458333333333333	7day_incidence	0.45457697562503
2020-04-05	0.428571428571429	7day_incidence	0.47351696138966
2020-04-04	0.452631578947368	7day_incidence	0.430913223663971
2020-04-03	0.5	7day_incidence	NA
2020-04-02	0.435897435897436	7day_incidence	NA
2020-04-01	0.292682926829268	7day_incidence	NA
