cog_id	sample_date	lineage	plot_category
TFCI-26FD705	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE25E	2020-12-30	B.1.160	B.1.1.1 - B.1.1.409
TFCI-26FD83F	2020-12-30	AC.1	B.1.1.1 - B.1.1.409
TFCI-26FDA0C	2020-12-30	B.1.160	B.1.1.1 - B.1.1.409
TFCI-26FD85D	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE1F7	2020-12-30	B.1.177.87	B.1.177-like
TFCI-26FE32E	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD8F3	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE397	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD79C	2020-12-30	B.1.160	B.1.1.1 - B.1.1.409
TFCI-26FE36A	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE3A6	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD84E	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE28B	2020-12-30	B.1.160	B.1.1.1 - B.1.1.409
TFCI-26FD7BA	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD7D8	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD7F6	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD9E1	2020-12-30	B.1.177.87	B.1.177-like
TFCI-26FD7E7	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD8E4	2020-12-30	B.1.177	B.1.177-like
TFCI-26FDA84	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE2B8	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD899	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDAA2	2020-12-30	B.1.177.82	B.1.177-like
TFCI-26FD87B	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE379	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE670	2020-12-30	B.1.177	B.1.177-like
TFCI-26FE6CB	2020-12-30	B.1.177.6	B.1.177-like
TFCI-26FEEC3	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE4FE	2020-12-30	B.1.471	B.1.2 - B.1.600
TFCI-26FE4B2	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE591	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270AB9F	2020-12-30	B.1.1.170	B.1.1.1 - B.1.1.409
TFCI-270AB9F	2020-12-30	B.1.1.170	B.1.1.1 - B.1.1.409
TFCI-26FF026	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE625	2020-12-30	B.1.177.54	B.1.177-like
TFCI-26FE528	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FEF2A	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE573	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE5EC	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE661	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FEFFD	2020-12-30	B.1.177.4	B.1.177-like
TFCI-26FE643	2020-12-30	B.1.177	B.1.177-like
TFCI-26FE546	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FEE2D	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE519	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE485	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE4EF	2020-12-30	B.1.177	B.1.177-like
TFCI-26FE41C	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE652	2020-12-30	B.1.258	B.1.2 - B.1.600
TFCI-26FEFEE	2020-12-30	B.1.258	B.1.2 - B.1.600
TFCI-26FEE96	2020-12-30	B.1.177.52	B.1.177-like
TFCI-26FE564	2020-12-30	B.1.177.54	B.1.177-like
TFCI-26FE5A0	2020-12-30	B.1.177.87	B.1.177-like
TFCI-26FE5FB	2020-12-30	B.1.177.7	B.1.177-like
TFCI-26FE555	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE5BF	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE43A	2020-12-30	B.1.177.54	B.1.177-like
TFCI-26FE6AD	2020-12-30	B.1.177.9	B.1.177-like
TFCI-26FE449	2020-12-30	B.1.177.9	B.1.177-like
TFCI-26FE68F	2020-12-30	B.1.258	B.1.2 - B.1.600
TFCI-26FEE69	2020-12-30	B.1.177.87	B.1.177-like
TFCI-26FEF66	2020-12-30	B.1.177.58	B.1.177-like
TFCI-26FEF1B	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FF053	2020-12-30	B.1.177.58	B.1.177-like
TFCI-26FEE78	2020-12-30	B.1.177.9	B.1.177-like
TFCI-26FE69E	2020-12-30	B.1.177.7	B.1.177-like
TFCI-26FE582	2020-12-30	B.1.258	B.1.2 - B.1.600
TFCI-26FD592	2020-12-31	B.1.177	B.1.177-like
TFCI-26FD40E	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD32F	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD3D4	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD51A	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD583	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD459	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD44A	2020-12-31	B.1.177	B.1.177-like
TFCI-26FD3B6	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD3F2	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD608	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD37A	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD3C5	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD565	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700461	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270070E	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270056E	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270049E	2020-12-31	B.1.177	B.1.177-like
TFCI-2700610	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270081A	2020-12-31	B.1.177	B.1.177-like
TFCI-27006E3	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27007FF	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27004BC	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270064D	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709D21	2020-12-31	B.1.36.7	B.1.2 - B.1.600
TFCI-2700908	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700513	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27005F5	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700847	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700470	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709714	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270062F	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD398	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700522	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27004F8	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD529	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD301	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD5CF	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD33E	2020-12-31	B.1.177	B.1.177-like
TFCI-26FD5B0	2020-12-31	AC.1	B.1.1.1 - B.1.1.409
TFCI-26FD42C	2020-12-31	B.1.177	B.1.177-like
TFCI-26FD574	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD5FC	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD3E3	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD36B	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD43B	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD389	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270A090	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD41D	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD5ED	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD4B3	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700531	2020-12-31	B.1.258.4	B.1.2 - B.1.600
TFCI-270ADC6	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708AC1	2020-12-31	B.1.177	B.1.177-like
TFCI-26FD5DE	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD4FF	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD556	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD547	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FF2E4	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FF3D2	2020-12-31	B.1.600	B.1.2 - B.1.600
TFCI-26FF30F	2020-12-31	B.1.1.307	B.1.1.1 - B.1.1.409
TFCI-26FA97B	2020-12-31	B.1.177	B.1.177-like
TFCI-26FA902	2020-12-31	B.1.177.33	B.1.177-like
TFCI-26FAA1E	2020-12-31	B.1.1	B.1.1
TFCI-26FF299	2020-12-31	B.1.1	B.1.1
TFCI-26FF457	2020-12-31	AD.2	B.1.1.1 - B.1.1.409
TFCI-26FF2A8	2020-12-31	B.1.177.18	B.1.177-like
TFCI-26FF35A	2020-12-31	B.1.177	B.1.177-like
TFCI-26FF28A	2020-12-31	B.1.177.7	B.1.177-like
TFCI-26FAAD2	2020-12-31	B.1.36	B.1.2 - B.1.600
TFCI-26FF475	2020-12-31	AD.2	B.1.1.1 - B.1.1.409
TFCI-26FF27B	2020-12-31	B.1.177.7	B.1.177-like
TFCI-26FF3F0	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FF448	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FF439	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FF42A	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FF34B	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FF396	2020-12-31	B.1.177.4	B.1.177-like
TFCI-26FF32D	2020-12-31	B.1.177.4	B.1.177-like
TFCI-26FF4B1	2020-12-31	B.1.177.7	B.1.177-like
TFCI-26FF2D5	2020-12-31	B.1.177.16	B.1.177-like
TFCI-26FF26C	2020-12-31	B.1.177.16	B.1.177-like
TFCI-26FF31E	2020-12-31	B.1.1	B.1.1
TFCI-26FF387	2020-12-31	B.1.177.4	B.1.177-like
TFCI-26FF3E1	2020-12-31	B.1.177.4	B.1.177-like
TFCI-26FAA2D	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FF4A2	2020-12-31	B.1.177.54	B.1.177-like
TFCI-26FA95D	2020-12-31	B.1.177.9	B.1.177-like
TFCI-26FF4C0	2020-12-31	B.1.258	B.1.2 - B.1.600
TFCI-26FA999	2020-12-31	B.1.177	B.1.177-like
TFCI-26FAA87	2020-12-31	B.1.177.54	B.1.177-like
TFCI-26FE4A3	2020-12-31	B.1.177	B.1.177-like
TFCI-26FE476	2020-12-31	B.1.177.57	B.1.177-like
TFCI-26FE616	2020-12-31	B.1.177.9	B.1.177-like
TFCI-26FE607	2020-12-31	AC.1	B.1.1.1 - B.1.1.409
TFCI-270AE1E	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709899	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709BFA	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709D03	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709D12	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270059B	2020-12-31	B.1.177.9	B.1.177-like
TFCI-270AD4E	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD538	2020-12-31	B.1.177.17	B.1.177-like
TFCI-270058C	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27005D7	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270057D	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700285	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270071D	2020-12-31	B.1.258	B.1.2 - B.1.600
TFCI-2700407	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27003DD	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270074A	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27004E9	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270055F	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700452	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27004DA	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27003A0	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700540	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270063E	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27002A3	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FA9F3	2020-12-31	B.1.1.317	B.1.1.1 - B.1.1.409
TFCI-26FAAB4	2020-12-31	B.1.1.317	B.1.1.1 - B.1.1.409
TFCI-26FA96C	2020-12-31	B.1.1.317	B.1.1.1 - B.1.1.409
TFCI-26FA98A	2020-12-31	B.1.1.364	B.1.1.1 - B.1.1.409
TFCI-26FF484	2020-12-31	B.1.36.7	B.1.2 - B.1.600
TFCI-26FAAF0	2020-12-31	B.1.177	B.1.177-like
TFCI-26FF2F3	2020-12-31	AD.2	B.1.1.1 - B.1.1.409
TFCI-26FF3A5	2020-12-31	B.1.36.39	B.1.2 - B.1.600
TFCI-26FF466	2020-12-31	B.1.177	B.1.177-like
TFCI-26FAAA5	2020-12-31	B.1.177	B.1.177-like
TFCI-26FAA69	2020-12-31	AD.2	B.1.1.1 - B.1.1.409
TFCI-26FF493	2020-12-31	B.1.1.255	B.1.1.1 - B.1.1.409
TFCI-26FF369	2020-12-31	B.1.177.87	B.1.177-like
TFCI-26FA9A8	2020-12-31	B.1.177	B.1.177-like
TFCI-26FA9E4	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FA8F6	2020-12-31	B.1.177	B.1.177-like
TFCI-26FAA0F	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FAA5A	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FA911	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FAAC3	2020-12-31	B.1.177	B.1.177-like
TFCI-26FA93F	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FF33C	2020-12-31	B.1.177.54	B.1.177-like
TFCI-26FAB0C	2020-12-31	B.1.177	B.1.177-like
TFCI-26FA9D5	2020-12-31	B.1.177.4	B.1.177-like
TFCI-26FAA78	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FF41B	2020-12-31	B.1.177	B.1.177-like
TFCI-26FA920	2020-12-31	B.1.177	B.1.177-like
TFCI-26FF40C	2020-12-31	B.1.177	B.1.177-like
TFCI-26FF3B4	2020-12-31	B.1.177	B.1.177-like
TFCI-26FF3C3	2020-12-31	B.1.177	B.1.177-like
TFCI-26FF378	2020-12-31	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FAA4B	2020-12-31	B.1.177	B.1.177-like
TFCI-26FAAE1	2020-12-31	B.1.177.9	B.1.177-like
TFCI-26FA9B7	2020-12-31	B.1.470	B.1.2 - B.1.600
TFCI-26FAA96	2020-12-31	B.1.177.9	B.1.177-like
TFCI-26FA94E	2020-12-31	B.1.258	B.1.2 - B.1.600
TFCI-26FA9C6	2020-12-31	B.1.36	B.1.2 - B.1.600
TFCI-27009F9	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700B3F	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700A14	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700A41	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700935	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700962	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27009BD	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700AD8	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700892	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27007D1	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700382	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270080B	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270023A	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27006F2	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700319	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27002EF	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700865	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700917	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700777	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270099F	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27006C5	2021-01-01	B.1.408	B.1.2 - B.1.600
TFCI-2700874	2021-01-01	B.1.408	B.1.2 - B.1.600
TFCI-2700838	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700A23	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27007A4	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27009DB	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700926	2021-01-01	B.1.177	B.1.177-like
TFCI-2700B6C	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27009AE	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700A05	2021-01-01	B.1.177	B.1.177-like
TFCI-2700971	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700944	2021-01-01	B.1.177	B.1.177-like
TFCI-2700953	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700A6F	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700A32	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27009CC	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27009EA	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700A50	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700829	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27007B3	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700883	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700768	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700856	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700249	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27002B2	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700337	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700328	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700364	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700346	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700294	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27002D0	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27003EC	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27001E2	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27005AA	2021-01-01	B.1.36.7	B.1.2 - B.1.600
TFCI-27005E6	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700786	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700759	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27007E0	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27005B9	2021-01-01	Z.1	B.1.177-like
TFCI-27006D4	2021-01-01	B.1.36.7	B.1.2 - B.1.600
TFCI-2700BE4	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270073B	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700795	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270048F	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27006B6	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27008A1	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270072C	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700C1E	2021-01-01	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700B7B	2021-01-02	B.1.177	B.1.177-like
TFCI-2700B02	2021-01-02	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700BA8	2021-01-02	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700B11	2021-01-02	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2704087	2021-01-02	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708B0A	2021-01-02	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708B0A	2021-01-02	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700C0F	2021-01-02	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703E7F	2021-01-03	B.1.177	B.1.177-like
TFCI-2703D63	2021-01-03	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703FC7	2021-01-03	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27040B4	2021-01-03	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2704078	2021-01-03	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703D27	2021-01-03	B.1.177	B.1.177-like
TFCI-2703FE5	2021-01-03	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703F12	2021-01-03	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27040F0	2021-01-03	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703EF7	2021-01-03	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703E60	2021-01-03	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703DDC	2021-01-03	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703D18	2021-01-03	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2701AD7	2021-01-03	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700B99	2021-01-03	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270C5F9	2021-01-03	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700BC6	2021-01-03	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700C2D	2021-01-03	B.1.408	B.1.2 - B.1.600
TFCI-2700B20	2021-01-03	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700BF3	2021-01-03	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700B5D	2021-01-03	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700B4E	2021-01-03	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700BD5	2021-01-03	B.1.36.7	B.1.2 - B.1.600
TFCI-2700BB7	2021-01-03	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700B8A	2021-01-03	B.1.1.189	B.1.1.1 - B.1.1.409
TFCI-2703E8E	2021-01-03	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703E51	2021-01-03	B.1.1	B.1.1
TFCI-2704157	2021-01-03	B.1.408	B.1.2 - B.1.600
TFCI-270400F	2021-01-03	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703EE8	2021-01-03	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703E9D	2021-01-03	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703FB8	2021-01-03	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703E24	2021-01-03	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2704184	2021-01-03	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2704166	2021-01-03	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270402D	2021-01-03	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703DAF	2021-01-03	B.1.177.17	B.1.177-like
TFCI-27040E1	2021-01-03	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270405A	2021-01-03	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708AEF	2021-01-04	B.1.177.18	B.1.177-like
TFCI-2708AEF	2021-01-04	B.1.177.18	B.1.177-like
TFCI-2703E33	2021-01-04	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27040A5	2021-01-04	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703DBE	2021-01-04	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703ED9	2021-01-04	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703E06	2021-01-04	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27040C3	2021-01-04	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703EBB	2021-01-04	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703FF4	2021-01-04	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703E15	2021-01-04	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270410C	2021-01-04	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703ECA	2021-01-04	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703DFA	2021-01-04	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708A94	2021-01-04	B.1.416	B.1.2 - B.1.600
TFCI-2702784	2021-01-04	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27026C3	2021-01-04	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270272A	2021-01-04	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703D36	2021-01-04	B.1.177.87	B.1.177-like
TFCI-270C33B	2021-01-04	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27026B4	2021-01-04	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27026E1	2021-01-04	B.1.177	B.1.177-like
TFCI-27012DF	2021-01-04	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270DDB4	2021-01-05	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2701442	2021-01-05	B.1.1.7	B.1.1.7 (Alpha)
